Drift_ID,Date,Start_Time,End_Time,Duration_Minutes,Activity_Before_Drift,Activity_Type,Task_Difficulty,Task_Importance,Trigger_Type,Specific_Trigger,Distraction_Source,Energy_Level,Mood_Before,Stress_Level,Sleep_Hours_Last_Night,Caffeine/Meal_Status,Location,Noise_Level,Lighting,Temperature_Comfort,Recovery_Time_Minutes,Recovery_Method,Task_Resumed,Productivity_Impact,Cumulative_Drift_Today_Minutes,Focus_Session_Length_Before_Drift,Drift_Category
514,02-10-2025,13:03,13:19,16,Studying,Repetitive,Easy,Low,External,Person Talking,Physical,Low,Happy,Low,5.2,Fasting,Home,Loud,Normal,Comfortable,1,Continued Task,Yes,Minor,34,14,Major
515,07-10-2025,06:31,06:42,11,Studying,Creative,Hard,Medium,External,Fatigue,Mental,Low,Happy,Low,6.0,Just Ate,Lab,Moderate,Bright,Comfortable,7,Music,Yes,Minor,43,32,Micro
516,08-10-2025,12:08,12:20,12,Coding,Creative,Hard,Low,External,Person Talking,Mental,High,Happy,High,5.5,Fasting,cafe,Quiet,Normal,Hot,7,Music,Yes,None,34,20,Major
517,10-10-2025,23:32,23:34,2,Studying,Creative,Medium,Low,Internal,Phone Ping,Noise,Medium,Stressed,Medium,4.6,Caffeinated,Café,Loud,Bright,Cold,8,Ignored Phone,Yes,Major,58,27,Micro
518,04-10-2025,09:09,09:10,1,Writing,High-Focus,Medium,Medium,Internal,Notification,Colleague,High,Happy,Low,6.2,Just Ate,Café,Moderate,Normal,Hot,10,Continued Task,No,Minor,78,64,Major
519,09-10-2025,19:33,19:40,7,Meeting,Repetitive,Easy,Low,External,Fatigue,Physical,Low,Neutral,Low,4.9,Just Ate,Outdoors,Quiet,Dim,Cold,6,Continued Task,Yes,Major,90,35,Medium
520,10-10-2025,07:47,07:49,2,Meeting,Repetitive,Hard,Medium,External,Person Talking,Environment,Low,Bored,High,6.6,After Meal,Library,Quiet,Normal,Cold,6,Continued Task,No,Major,30,50,Micro
521,02-10-2025,11:02,11:09,7,Reading,Creative,Hard,High,Internal,Noise,Self-thoughts,Low,Stressed,Medium,5.8,Just Ate,Café,Moderate,Dim,Cold,6,Ignored Phone,Yes,Major,17,52,Micro
522,08-10-2025,06:14,06:29,15,Coding,High-Focus,Hard,Low,Internal,Boredom,Colleague,Medium,Stressed,High,5.1,Caffeinated,Library,Loud,Dim,Hot,3,Continued Task,No,Minor,9,23,Micro
523,11-10-2025,16:03,16:04,1,Writing,High-Focus,Hard,Medium,External,Noise,Internet,Medium,Happy,High,4.5,Just Ate,Home,Quiet,Normal,Hot,5,Continued Task,Yes,Major,0,4,Micro
524,10-10-2025,09:10,09:12,2,Coding,Repetitive,Easy,Medium,External,Boredom,Physical,High,Happy,High,5.8,Caffeinated,Home,Quiet,Bright,Cold,6,Meditation,No,Minor,9,23,Medium
525,02-10-2025,07:21,07:36,15,Coding,Creative,Medium,Medium,Internal,Person Talking,Colleague,High,Happy,High,7.9,Just Ate,Outdoors,Quiet,Normal,Cold,1,Music,No,None,63,10,Micro
526,11-10-2025,08:19,08:33,14,Coding,Passive,Easy,High,External,Phone Call,Internet,Medium,Happy,Low,6.2,Caffeinated,Café,Moderate,Dim,Hot,1,Meditation,No,Moderate,53,47,Micro
527,08-10-2025,07:35,07:36,1,Coding,High-Focus,Easy,Medium,Internal,Boredom,Noise,Low,Happy,Medium,6.3,Hungry,cafe,Moderate,Dim,Hot,8,Ignored Phone,No,Minor,12,25,Medium
528,11-10-2025,08:53,09:00,7,Reading,Repetitive,Medium,Low,Internal,Multitasking,Noise,High,Neutral,Low,5.1,Hungry,cafe,Moderate,Bright,Hot,5,Coffee,No,Minor,91,35,Micro
529,07-10-2025,10:40,10:48,8,Writing,High-Focus,Medium,High,External,Social Media,Physical,High,Happy,Medium,6.0,Caffeinated,Outdoors,Loud,Dim,Cold,11,Coffee,No,None,70,29,Major
530,04-10-2025,21:05,21:14,9,Reading,Passive,Hard,High,External,Noise,Environment,Medium,Bored,Medium,3.8,Just Ate,Café,Loud,Normal,Cold,5,Music,Yes,Minor,26,1,Micro
531,11-10-2025,08:17,08:18,1,Designing,Repetitive,Easy,Medium,Internal,Boredom,Self-thoughts,Low,Tired,Medium,6.8,Just Ate,Lab,Loud,Normal,Hot,9,Continued Task,Yes,Major,17,24,Micro
532,03-10-2025,15:38,15:46,8,Studying,Creative,Easy,High,External,Person Talking,Roommate Noise,Low,Tired,Low,5.4,Just Ate,Outdoors,Loud,Dim,Comfortable,1,Music,No,Major,37,27,Major
533,11-10-2025,12:58,13:12,14,Coding,Repetitive,Medium,Low,External,Daydreaming,Physical,Medium,Tired,Low,8.2,Just Ate,Café,Moderate,Dim,Hot,1,Music,No,Major,37,18,Major
534,06-10-2025,07:48,08:02,14,Planning,Passive,Hard,Medium,External,Phone Ping,Environment,Low,Calm,Low,6.4,Caffeinated,Café,Loud,Dim,Hot,6,Meditation,No,Minor,37,35,Micro
535,10-10-2025,08:37,08:46,9,Studying,Repetitive,Hard,Medium,Internal,Notification,Mental,Low,Bored,Medium,6.1,Caffeinated,Café,Loud,Dim,Comfortable,8,Break,No,Minor,12,22,Medium
536,06-10-2025,18:13,18:30,17,Designing,Passive,Medium,Low,External,Phone Call,Noise,Low,Calm,Low,5.5,Hungry,Home,Moderate,Bright,Comfortable,5,Short Walk,Yes,Minor,0,25,Medium
537,10-10-2025,13:52,13:58,6,Designing,Passive,Easy,Low,External,Phone Call,Phone,High,Anxious,High,3.2,Caffeinated,Office,Moderate,Dim,Comfortable,11,Break,Yes,None,59,21,Medium
538,09-10-2025,06:55,07:10,15,Reading,Passive,Easy,Low,External,Phone Call,Noise,High,Tired,Low,3.2,Caffeinated,Office,Quiet,Dim,Cold,10,Short Walk,Yes,Moderate,103,63,Micro
539,04-10-2025,13:07,13:24,17,Coding,Repetitive,Easy,Medium,External,Daydreaming,Self-thoughts,High,Calm,High,5.6,Hungry,Lab,Loud,Bright,Cold,6,Break,No,None,3,48,Micro
540,05-10-2025,10:26,10:48,22,Writing,High-Focus,Easy,Medium,External,Person Talking,Digital,Medium,Happy,High,5.6,Caffeinated,Library,Loud,Normal,Hot,2,Short Walk,Yes,Major,82,46,Micro
541,09-10-2025,14:01,14:02,1,Writing,Repetitive,Hard,Medium,External,Social Media,Digital,High,Calm,Medium,5.0,Caffeinated,Outdoors,Loud,Normal,Comfortable,11,Coffee,No,Minor,26,19,Major
542,05-10-2025,15:59,16:09,10,Coding,Repetitive,Medium,Medium,Internal,Boredom,Mental,Medium,Stressed,Low,7.0,Caffeinated,Library,Quiet,Normal,Comfortable,1,Coffee,No,Minor,79,25,Medium
543,11-10-2025,09:42,09:48,6,Meeting,Passive,Hard,Low,External,Fatigue,Colleague,Medium,Happy,Low,5.5,Normal,cafe,Moderate,Dim,Cold,1,Break,Yes,Minor,41,12,Medium
544,11-10-2025,22:43,22:47,4,Writing,Creative,Medium,High,Internal,Noise,Physical,Low,Happy,Medium,5.1,Fasting,Outdoors,Loud,Dim,Hot,10,Coffee,No,None,28,32,Micro
545,05-10-2025,12:48,12:56,8,Reading,Creative,Medium,Low,Internal,Phone Ping,Phone,High,Neutral,Low,5.6,Just Ate,Office,Moderate,Dim,Comfortable,7,Ignored Phone,No,Major,35,45,Major
546,11-10-2025,20:36,20:53,17,Writing,Creative,Easy,High,External,Notification,Colleague,Medium,Calm,Medium,7.7,Caffeinated,Café,Quiet,Bright,Cold,16,Break,No,Major,54,36,Medium
547,06-10-2025,12:49,13:01,12,Studying,High-Focus,Easy,Low,External,Phone Call,Noise,Medium,Calm,High,7.3,Just Ate,Café,Loud,Dim,Hot,2,Break,Yes,Minor,23,45,Micro
548,05-10-2025,18:54,18:58,4,Reading,High-Focus,Medium,High,External,Phone Ping,Digital,High,Happy,Medium,6.2,After Meal,Home,Loud,Dim,Cold,2,Music,Yes,Moderate,23,52,Medium
549,10-10-2025,07:15,07:28,13,Meeting,High-Focus,Hard,Low,External,Notification,Mental,Medium,Neutral,Low,3.4,Caffeinated,Library,Loud,Normal,Hot,5,Coffee,No,Minor,49,54,Major
550,05-10-2025,16:10,16:31,21,Studying,Passive,Medium,Medium,Internal,Phone Ping,Noise,High,Bored,High,5.5,Hungry,Lab,Quiet,Bright,Cold,8,Coffee,No,Major,56,44,Medium
551,02-10-2025,19:58,20:10,12,Meeting,Repetitive,Medium,Medium,External,Phone Call,Environment,High,Calm,Low,5.1,Hungry,Lab,Quiet,Normal,Comfortable,15,Music,Yes,Major,18,42,Medium
552,04-10-2025,07:30,07:37,7,Meeting,High-Focus,Easy,Medium,External,Notification,Roommate Noise,Medium,Calm,Medium,6.5,After Meal,Lab,Loud,Dim,Comfortable,1,Continued Task,Yes,None,5,31,Medium
553,02-10-2025,07:49,08:01,12,Writing,Creative,Hard,Medium,Internal,Fatigue,Noise,Low,Happy,High,5.0,Just Ate,Home,Moderate,Bright,Hot,2,Continued Task,Yes,Minor,16,14,Micro
554,09-10-2025,20:54,21:09,15,Coding,High-Focus,Medium,High,Internal,Phone Ping,Mental,High,Bored,High,5.6,Normal,Office,Loud,Bright,Comfortable,1,Break,Yes,Moderate,69,24,Medium
555,03-10-2025,23:27,23:28,1,Meeting,High-Focus,Easy,Medium,Internal,Multitasking,Internet,Low,Calm,High,7.4,Just Ate,Home,Quiet,Bright,Cold,13,Music,Yes,Major,49,35,Medium
556,02-10-2025,12:14,12:17,3,Planning,High-Focus,Medium,Medium,External,Phone Ping,Colleague,High,Stressed,Low,6.5,Fasting,Home,Moderate,Normal,Cold,7,Continued Task,Yes,None,39,40,Micro
557,10-10-2025,12:22,12:30,8,Planning,High-Focus,Easy,High,External,Daydreaming,Physical,Low,Bored,High,8.3,After Meal,Outdoors,Moderate,Normal,Hot,16,Continued Task,Yes,Moderate,75,32,Medium
558,02-10-2025,20:37,20:48,11,Meeting,High-Focus,Medium,Low,External,Noise,Physical,High,Happy,Medium,6.5,After Meal,Café,Moderate,Normal,Comfortable,9,Ignored Phone,No,Moderate,61,47,Micro
559,02-10-2025,20:54,20:59,5,Reading,Creative,Medium,Medium,External,Hunger,Noise,Low,Stressed,Medium,8.7,Just Ate,Home,Loud,Dim,Cold,5,Meditation,Yes,Minor,80,43,Major
560,07-10-2025,13:33,13:44,11,Meeting,High-Focus,Easy,Medium,Internal,Hunger,Colleague,Low,Happy,High,7.2,Caffeinated,Home,Moderate,Bright,Comfortable,8,Music,No,Moderate,22,7,Major
561,08-10-2025,13:05,13:22,17,Writing,Creative,Easy,Low,External,Boredom,Internet,High,Happy,Low,6.1,Caffeinated,Library,Moderate,Dim,Hot,8,Music,No,Major,51,41,Medium
562,09-10-2025,17:56,18:03,7,Meeting,High-Focus,Easy,High,Internal,Phone Ping,Colleague,Medium,Happy,Medium,7.9,After Meal,Outdoors,Loud,Normal,Hot,1,Short Walk,No,Minor,69,49,Micro
563,10-10-2025,06:33,06:41,8,Writing,Passive,Easy,Medium,External,Daydreaming,Noise,Medium,Calm,Low,7.2,Caffeinated,Lab,Moderate,Normal,Hot,3,Continued Task,No,Minor,98,37,Major
564,07-10-2025,11:46,11:55,9,Writing,Creative,Medium,Medium,External,Noise,Mental,Low,Happy,High,5.3,Hungry,Lab,Quiet,Dim,Comfortable,1,Coffee,Yes,Major,69,1,Medium
565,08-10-2025,16:04,16:11,7,Reading,Repetitive,Easy,Low,Internal,Boredom,Self-thoughts,High,Stressed,High,6.4,Hungry,Library,Moderate,Normal,Cold,14,Continued Task,No,Major,69,47,Micro
566,06-10-2025,06:33,06:37,4,Planning,Passive,Medium,Low,External,Noise,Environment,Low,Neutral,High,3.0,Just Ate,Library,Moderate,Normal,Comfortable,6,Music,No,Major,27,25,Micro
567,02-10-2025,08:18,08:25,7,Studying,Creative,Hard,Medium,External,Noise,Digital,Low,Neutral,Low,4.4,Fasting,Home,Loud,Normal,Comfortable,1,Break,No,Moderate,19,14,Medium
568,02-10-2025,08:36,08:43,7,Studying,Creative,Hard,Low,Internal,Notification,Phone,Medium,Stressed,Medium,4.6,Just Ate,Home,Quiet,Normal,Cold,5,Ignored Phone,No,Minor,0,27,Major
569,08-10-2025,21:44,21:46,2,Coding,Creative,Medium,Medium,Internal,Social Media,Self-thoughts,High,Anxious,Low,5.5,Hungry,Lab,Moderate,Bright,Comfortable,3,Coffee,No,Moderate,79,55,Micro
570,04-10-2025,22:11,22:19,8,Designing,Repetitive,Medium,Low,Internal,Fatigue,Phone,Low,Stressed,High,4.5,Caffeinated,Café,Moderate,Bright,Cold,12,Music,No,None,46,47,Major
571,08-10-2025,06:49,06:55,6,Designing,Creative,Easy,Medium,External,Phone Call,Noise,High,Tired,Low,5.3,Fasting,Outdoors,Moderate,Normal,Cold,5,Music,Yes,Major,16,32,Micro
572,08-10-2025,22:24,22:37,13,Designing,Passive,Medium,High,External,Daydreaming,Noise,High,Neutral,High,6.8,Hungry,Library,Moderate,Normal,Hot,9,Ignored Phone,No,None,50,39,Micro
573,02-10-2025,12:12,12:23,11,Coding,Repetitive,Easy,Medium,Internal,Fatigue,Digital,High,Stressed,Medium,7.3,Caffeinated,Office,Quiet,Normal,Cold,6,Ignored Phone,Yes,None,153,33,Medium
574,05-10-2025,21:44,21:54,10,Designing,Passive,Hard,Medium,Internal,Social Media,Digital,Low,Stressed,Medium,6.3,Caffeinated,Lab,Loud,Dim,Hot,6,Coffee,No,None,42,24,Micro
575,10-10-2025,07:18,07:43,25,Writing,Repetitive,Medium,Low,External,Daydreaming,Self-thoughts,Low,Neutral,High,5.2,Hungry,Library,Quiet,Bright,Cold,6,Ignored Phone,Yes,Minor,0,79,Medium
576,10-10-2025,16:28,16:38,10,Writing,Repetitive,Easy,Medium,External,Phone Ping,Physical,High,Neutral,Low,6.5,Caffeinated,Office,Loud,Normal,Comfortable,8,Coffee,Yes,Major,49,34,Major
577,07-10-2025,21:40,21:52,12,Meeting,Repetitive,Hard,Low,Internal,Phone Call,Environment,Low,Neutral,Low,6.7,Caffeinated,cafe,Quiet,Bright,Comfortable,9,Music,Yes,Minor,40,38,Medium
578,04-10-2025,15:30,15:45,15,Writing,Passive,Easy,High,External,Notification,Environment,Low,Stressed,High,5.8,Fasting,Outdoors,Quiet,Dim,Hot,4,Meditation,Yes,Major,64,45,Major
579,10-10-2025,09:46,09:56,10,Writing,High-Focus,Easy,Medium,Internal,Person Talking,Physical,Low,Happy,Medium,5.1,Fasting,Café,Loud,Normal,Cold,4,Short Walk,Yes,Minor,20,30,Medium
580,10-10-2025,23:22,23:27,5,Browsing,Creative,Easy,Low,External,Fatigue,Noise,Low,Neutral,High,8.9,Hungry,Library,Quiet,Bright,Hot,11,Coffee,No,Minor,48,24,Micro
581,05-10-2025,08:31,08:33,2,Browsing,High-Focus,Hard,Medium,Internal,Noise,Mental,Medium,Stressed,High,6.9,Caffeinated,Lab,Loud,Normal,Hot,1,Short Walk,No,Moderate,60,34,Major
582,07-10-2025,06:38,06:43,5,Studying,Repetitive,Easy,High,Internal,Phone Ping,Environment,Medium,Tired,Medium,6.4,Fasting,Library,Loud,Normal,Cold,13,Short Walk,No,None,23,22,Major
583,10-10-2025,15:35,15:43,8,Meeting,Repetitive,Easy,High,External,Notification,Noise,Medium,Anxious,Low,4.2,Fasting,cafe,Moderate,Bright,Cold,8,Music,Yes,Minor,35,40,Major
584,03-10-2025,17:13,17:31,18,Writing,High-Focus,Medium,High,External,Phone Ping,Phone,Medium,Anxious,High,7.8,Fasting,Café,Moderate,Dim,Cold,13,Coffee,Yes,Minor,21,45,Major
585,10-10-2025,19:16,19:19,3,Coding,Repetitive,Hard,High,Internal,Phone Ping,Colleague,Low,Happy,Low,3.0,Normal,Lab,Moderate,Bright,Cold,3,Ignored Phone,No,Major,23,31,Micro
586,10-10-2025,13:41,13:49,8,Planning,High-Focus,Medium,Low,External,Social Media,Colleague,Low,Happy,Low,5.8,Just Ate,Library,Quiet,Dim,Hot,5,Meditation,Yes,Major,95,38,Medium
587,10-10-2025,12:14,12:24,10,Studying,Creative,Hard,Medium,External,Phone Ping,Internet,Low,Neutral,Medium,7.5,Fasting,cafe,Loud,Dim,Hot,8,Continued Task,Yes,Major,33,29,Major
588,04-10-2025,07:07,07:20,13,Reading,High-Focus,Easy,High,External,Social Media,Digital,High,Anxious,Medium,8.9,After Meal,Library,Loud,Normal,Comfortable,6,Ignored Phone,No,Minor,0,15,Medium
589,07-10-2025,16:16,16:26,10,Reading,Passive,Hard,High,Internal,Multitasking,Internet,High,Stressed,Low,4.4,Hungry,Home,Quiet,Dim,Cold,12,Meditation,No,Major,60,32,Micro
590,04-10-2025,09:43,09:51,8,Designing,Passive,Hard,High,Internal,Boredom,Environment,Low,Happy,Low,3.0,Caffeinated,Library,Moderate,Normal,Hot,1,Meditation,No,None,49,45,Major
591,07-10-2025,15:25,15:38,13,Studying,Creative,Medium,Low,Internal,Phone Call,Self-thoughts,High,Neutral,Medium,5.8,Just Ate,Office,Quiet,Dim,Cold,6,Music,Yes,Major,50,38,Major
592,02-10-2025,19:07,19:14,7,Studying,Repetitive,Hard,Medium,External,Phone Ping,Self-thoughts,High,Happy,High,4.0,Caffeinated,Home,Quiet,Dim,Hot,1,Break,No,Minor,65,12,Medium
593,05-10-2025,07:47,07:55,8,Coding,Repetitive,Medium,Low,External,Boredom,Colleague,High,Neutral,Medium,8.8,Caffeinated,Home,Quiet,Normal,Comfortable,2,Short Walk,Yes,Major,8,31,Major
594,11-10-2025,08:53,08:57,4,Writing,Creative,Medium,High,External,Daydreaming,Physical,Medium,Stressed,Low,5.6,Caffeinated,Outdoors,Moderate,Bright,Hot,5,Ignored Phone,Yes,Moderate,35,7,Major
595,06-10-2025,16:00,16:11,11,Coding,High-Focus,Medium,Medium,External,Hunger,Environment,High,Calm,Low,7.4,Caffeinated,Library,Quiet,Bright,Cold,4,Short Walk,Yes,Minor,36,7,Medium
596,03-10-2025,11:23,11:34,11,Meeting,High-Focus,Medium,High,Internal,Phone Ping,Physical,Low,Neutral,High,7.1,Normal,Outdoors,Quiet,Normal,Cold,9,Coffee,Yes,Minor,62,16,Micro
597,03-10-2025,13:43,13:51,8,Meeting,Creative,Medium,Medium,External,Phone Call,Digital,Medium,Bored,Low,7.2,Fasting,Outdoors,Quiet,Normal,Hot,16,Coffee,No,Minor,68,42,Major
598,04-10-2025,07:53,08:05,12,Writing,High-Focus,Easy,Medium,External,Daydreaming,Self-thoughts,Medium,Calm,Low,3.7,Hungry,Library,Quiet,Dim,Comfortable,9,Meditation,Yes,Minor,26,25,Micro
599,06-10-2025,18:20,18:33,13,Reading,High-Focus,Medium,Medium,Internal,Phone Call,Digital,Medium,Calm,Medium,7.0,Hungry,Café,Quiet,Bright,Hot,6,Continued Task,Yes,None,44,32,Medium
600,02-10-2025,09:44,09:56,12,Meeting,Passive,Easy,High,External,Notification,Mental,High,Stressed,Medium,3.4,After Meal,Home,Loud,Bright,Comfortable,7,Continued Task,Yes,Minor,32,22,Medium
601,03-10-2025,11:16,11:24,8,Meeting,Creative,Hard,High,External,Noise,Mental,Medium,Bored,Low,7.9,Caffeinated,cafe,Loud,Normal,Hot,4,Short Walk,No,None,59,30,Medium
602,04-10-2025,14:00,14:12,12,Meeting,High-Focus,Easy,High,External,Phone Call,Phone,Medium,Neutral,Low,8.4,Hungry,Library,Moderate,Normal,Hot,10,Coffee,Yes,Major,43,34,Major
603,08-10-2025,14:05,14:17,12,Coding,High-Focus,Easy,Medium,Internal,Social Media,Self-thoughts,High,Calm,High,7.1,After Meal,Home,Loud,Bright,Hot,7,Break,Yes,Minor,45,7,Medium
604,07-10-2025,12:16,12:37,21,Coding,High-Focus,Hard,Low,Internal,Boredom,Phone,Low,Happy,High,4.8,Normal,Café,Loud,Dim,Hot,13,Music,No,Major,40,25,Major
605,08-10-2025,18:12,18:19,7,Planning,Repetitive,Easy,Low,External,Notification,Mental,High,Bored,High,7.4,Caffeinated,Outdoors,Moderate,Dim,Cold,13,Ignored Phone,Yes,None,48,34,Micro
606,11-10-2025,19:20,19:30,10,Reading,Creative,Easy,Medium,Internal,Boredom,Phone,Low,Calm,High,7.8,Normal,Outdoors,Moderate,Bright,Cold,7,Ignored Phone,No,Minor,77,27,Micro
607,05-10-2025,17:51,18:03,12,Writing,Creative,Medium,Low,Internal,Boredom,Colleague,Medium,Happy,High,5.0,Hungry,Café,Moderate,Dim,Cold,12,Coffee,No,None,12,21,Major
608,04-10-2025,22:52,22:57,5,Meeting,Creative,Easy,High,Internal,Boredom,Noise,High,Neutral,Medium,6.6,After Meal,Home,Quiet,Normal,Comfortable,11,Coffee,Yes,Major,55,4,Micro
609,10-10-2025,22:59,23:10,11,Browsing,High-Focus,Hard,Low,Internal,Hunger,Noise,High,Neutral,High,5.6,Just Ate,Lab,Loud,Dim,Hot,6,Coffee,No,Minor,43,37,Major
610,06-10-2025,09:23,09:32,9,Browsing,Passive,Easy,Medium,Internal,Multitasking,Digital,High,Neutral,High,3.6,Caffeinated,Office,Moderate,Bright,Cold,8,Ignored Phone,Yes,Moderate,44,35,Major
611,04-10-2025,16:29,16:45,16,Designing,High-Focus,Easy,High,External,Phone Call,Internet,Low,Bored,Medium,8.3,Caffeinated,Home,Loud,Bright,Cold,6,Music,Yes,Moderate,0,31,Major
612,03-10-2025,21:03,21:24,21,Designing,Creative,Hard,High,External,Person Talking,Phone,Medium,Happy,Low,6.6,After Meal,Library,Quiet,Dim,Comfortable,9,Ignored Phone,Yes,None,26,38,Micro
613,04-10-2025,12:49,13:03,14,Meeting,High-Focus,Medium,High,Internal,Notification,Internet,Medium,Neutral,Medium,8.9,Caffeinated,Café,Moderate,Normal,Comfortable,1,Ignored Phone,No,Minor,91,40,Major
614,07-10-2025,11:33,11:43,10,Reading,Passive,Medium,Medium,External,Phone Ping,Physical,Medium,Stressed,Medium,4.8,After Meal,Home,Quiet,Bright,Comfortable,4,Short Walk,Yes,Major,73,22,Major
615,03-10-2025,20:04,20:26,22,Studying,Repetitive,Hard,High,External,Phone Call,Mental,Low,Anxious,High,4.7,Caffeinated,Lab,Loud,Normal,Comfortable,11,Ignored Phone,No,None,10,63,Major
616,05-10-2025,17:33,17:48,15,Reading,Repetitive,Medium,High,External,Multitasking,Internet,High,Calm,High,5.6,After Meal,cafe,Loud,Normal,Hot,6,Break,Yes,None,43,40,Micro
617,11-10-2025,10:24,10:37,13,Coding,High-Focus,Easy,Medium,Internal,Fatigue,Physical,Medium,Anxious,High,8.5,Fasting,Café,Quiet,Dim,Hot,1,Meditation,Yes,Moderate,21,34,Major
618,07-10-2025,17:39,17:50,11,Reading,High-Focus,Medium,Low,Internal,Hunger,Phone,High,Neutral,Medium,5.3,Caffeinated,Office,Loud,Bright,Cold,8,Meditation,No,Minor,39,22,Micro
619,10-10-2025,15:15,15:23,8,Writing,Passive,Hard,Low,External,Notification,Physical,Low,Neutral,Low,4.2,Fasting,Office,Moderate,Bright,Cold,7,Meditation,No,Minor,24,44,Major
620,11-10-2025,16:34,16:49,15,Designing,High-Focus,Medium,Low,Internal,Hunger,Environment,Medium,Stressed,High,5.5,Hungry,Café,Quiet,Dim,Comfortable,6,Break,Yes,None,20,33,Major
621,12-10-2025,08:58,09:05,7,Planning,Creative,Medium,Low,External,Random Thought,Pet,Low,Bored,High,4.5,After Meal,Library,Moderate,Normal,Hot,4,Meditation,Yes,Minor,20,39,Major
622,21-10-2025,12:19,12:20,1,Reading,Passive,Hard,Medium,Internal,Notification,Environment,High,Tired,Low,8.6,Fasting,Office,Loud,Normal,Cold,10,Continued Task,Yes,Minor,79,58,Major
623,14-10-2025,07:28,07:30,2,Browsing,Creative,Hard,High,External,Boredom,Phone,Medium,Tired,Low,6.3,Hungry,Lab,Loud,Normal,Hot,10,Break,Yes,Minor,0,32,Micro
624,12-10-2025,17:23,17:32,9,Designing,Repetitive,Medium,Low,Internal,Multitasking,Colleague,High,Calm,Medium,7.4,Normal,Outdoors,Moderate,Dim,Comfortable,2,Music,No,Minor,0,67,Medium
625,21-10-2025,15:11,15:23,12,Studying,Repetitive,Easy,Low,External,Multitasking,Physical,Medium,Stressed,Medium,6.4,After Meal,Outdoors,Quiet,Bright,Hot,3,Coffee,No,Minor,99,23,Major
626,18-10-2025,22:54,23:09,15,Meeting,Creative,Hard,Low,Internal,Notification,Noise,High,Stressed,High,5.4,After Meal,Café,Quiet,Normal,Comfortable,12,Coffee,No,Major,41,48,Medium
627,15-10-2025,10:14,10:22,8,Planning,Repetitive,Easy,Medium,Internal,Daydreaming,Environment,Medium,Bored,Medium,7.9,Just Ate,Library,Quiet,Bright,Hot,12,Meditation,No,Minor,0,22,Medium
628,14-10-2025,18:15,18:26,11,Studying,Repetitive,Medium,Medium,External,Social Media,Internet,Low,Neutral,Medium,3.0,Normal,Home,Moderate,Normal,Cold,11,Continued Task,Yes,Major,54,36,Medium
629,21-10-2025,22:44,22:53,9,Coding,Repetitive,Medium,Low,Internal,Boredom,Background Music,High,Calm,Low,3.9,Caffeinated,Office,Moderate,Bright,Comfortable,10,Short Walk,No,Minor,129,1,Major
630,23-10-2025,13:23,13:37,14,Reading,High-Focus,Easy,Low,External,Random Thought,Environment,High,Neutral,Medium,6.9,After Meal,Outdoors,Moderate,Bright,Cold,5,Coffee,Yes,Minor,106,7,Major
631,15-10-2025,14:58,15:09,11,Coding,Passive,Easy,High,Internal,Phone Call,Mental,High,Tired,Medium,9.0,Just Ate,Outdoors,Quiet,Bright,Comfortable,17,Meditation,Yes,None,70,61,Medium
632,18-10-2025,20:09,20:13,4,Reading,High-Focus,Easy,Low,Internal,Hunger,Environment,High,Happy,High,6.4,After Meal,Home,Quiet,Normal,Hot,1,Music,Yes,Major,0,16,Micro
633,18-10-2025,07:56,08:17,21,Reading,Passive,Medium,Low,External,Hunger,Colleague,High,Happy,Medium,6.1,Caffeinated,Office,Loud,Normal,Hot,5,Break,No,Moderate,76,33,Medium
634,16-10-2025,15:32,15:41,9,Writing,Creative,Easy,Medium,Internal,Daydreaming,Roommate Noise,High,Tired,Medium,3.0,After Meal,cafe,Loud,Normal,Cold,2,Coffee,Yes,Major,114,28,Major
635,20-10-2025,16:45,16:54,9,Designing,Repetitive,Medium,High,External,Person Talking,Roommate Noise,Low,Bored,High,5.7,Fasting,Outdoors,Quiet,Dim,Cold,5,Meditation,Yes,Minor,49,1,Micro
636,12-10-2025,11:07,11:20,13,Designing,Repetitive,Easy,Medium,External,Phone Call,Digital,Medium,Calm,Low,4.2,Fasting,Library,Quiet,Bright,Comfortable,1,Break,No,Major,98,18,Major
637,22-10-2025,12:17,12:18,1,Coding,Passive,Hard,Medium,External,Multitasking,Colleague,Medium,Tired,High,7.0,Fasting,Outdoors,Quiet,Bright,Comfortable,6,Coffee,Yes,Moderate,66,52,Medium
638,21-10-2025,09:01,09:21,20,Designing,Repetitive,Hard,Low,External,Fatigue,Environment,Low,Anxious,Low,3.9,Normal,Office,Loud,Dim,Comfortable,1,Short Walk,No,Moderate,80,29,Medium
639,25-10-2025,21:05,21:17,12,Reading,Passive,Hard,High,Internal,Social Media Alert,Environment,Low,Bored,Medium,6.1,Just Ate,Home,Loud,Bright,Comfortable,16,Short Walk,No,Minor,49,1,Medium
640,12-10-2025,18:50,19:05,15,Coding,Repetitive,Easy,High,Internal,Random Thought,Digital,Low,Bored,Medium,6.3,Normal,Café,Moderate,Bright,Cold,8,Short Walk,Yes,Minor,25,50,Major
641,18-10-2025,09:22,09:39,17,Browsing,Repetitive,Easy,Low,Internal,Random Thought,Phone,High,Calm,Medium,3.0,Caffeinated,Café,Moderate,Bright,Hot,1,Break,Yes,Major,60,42,Micro
